source,target,Weight,source type,target type,source color,target color
Pickering Investments Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pickles Auctions Pty Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Pickles Auctions Pty. Limited,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Pierce Carstensen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Piers Dawson-Damer,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Pilpel on the Water Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pink River Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pinky Singh,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Pinky Singh Consulting Services Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pioneer Cane Growers Organisation Limited,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Piper Alderman,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Piper Alderman,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Pisces Enterprises Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pitman Properties Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Place Design Group,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
PlanDo Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Plastec Australia Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Platinum 4101 Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Plenary Group,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Plenary Group Holdings Pty Ltd,Australian Labor Party (State of Queensland),8,Corporation,Agent for political party,#ff6961,#08cad1
Plenary Group Holdings Pty Ltd,Liberal National Party of Queensland,6,Corporation,Agent for political party,#ff6961,#08cad1
Plencove Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Plencove Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Plumbers Union,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
Plumbing Industry Climate Action Centre (PICAC) Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Plumbing and Pipes Trades Employee Union,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Plymouth Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Poh Ling Tan,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Pointcorp Holdings Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Port of Newcastle,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Porter Equipment Australia Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Porto Katsiki Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Potts Partners Management Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Power Group of Companies,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Power Hotels,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Power Hotels Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Poya Sobhanian,Australian Labor Party (State of Queensland),24,Individual,Agent for political party,#42d6a4,#08cad1
Pradella Property Group,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pradesh Ramiah,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Praesidium Global,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Pratt Holdings Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Pratt Holdings Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Premier Fire Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Premier National,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Premier Pet,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Premier Pets Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
PremierNational Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Premise Australia Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Premium Funding,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Presho Cattle Co Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prestige Packing Company,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prestige Packing Company Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Prestige Staffing Solutions Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Preston Point Capital,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prethink Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
PriceWaterhouse Coopers,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
PriceWaterhouseCoopers,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Pricewaterhouse Coopers,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
PricewaterhouseCoopers,Australian Labor Party (State of Queensland),14,Corporation,Agent for political party,#ff6961,#08cad1
PricewaterhouseCoopers,Liberal National Party of Queensland,11,Corporation,Agent for political party,#ff6961,#08cad1
PricewaterhouseCoopers Consulting,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Prince Pahal,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Principal Projects,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Principal Projects Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Print Works (QLD) Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prior Holdings,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prioryone Trust & Priorytwo Trust & Priorythree Tr,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Priscilla Everson,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Priscilla Miller,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Privat Porfolio Group,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Private Emergency Health Australia,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pro-Life Victoria,Cherish Life Queensland Inc,1,Other,Organisation,#BEBEBE,#ff6961
Pro-Life Victoria ,Cherish Life Queensland Inc,1,Other,Organisation,#BEBEBE,#ff6961
Pro2Pac Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Probis Advisory (QLD) Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Prodijust Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Produce Pickers 2,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prof Ashley Goldsworthy,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Prof. Ashley W Goldsworthy AO OBE KM,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Professional Cleaning Services,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Professional Cleaning Services Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Profile Consultants,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Profile Magazine,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Project Complete,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Propero Technology Pty Ltd,Australian Labor Party (State of Queensland),7,Corporation,Agent for political party,#ff6961,#08cad1
Propero Technology Pty Ltd,Liberal National Party of Queensland,14,Corporation,Agent for political party,#ff6961,#08cad1
Property Rights Australia,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Prospa Advance Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Prudence Barwick,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Prudence George,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Pszczonka Developments 6 Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pugs Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Pump Interactive Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Puneet Randhawa,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Q-Scan Services Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Q-Scan Services Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
QANTAC,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
QANTAC Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QBE,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
QBE Insurance (Australia),Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
QCU,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QCU Cairns,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
QCoal Services Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QEM Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
QEM Limited,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QER Pty Ltd,Australian Labor Party (State of Queensland),6,Corporation,Agent for political party,#ff6961,#08cad1
QER Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
QER Pty Ltd,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
QIHE Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QING LAI,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
QIP/AGPAL,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QIP/APGAL,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QLD ADVISORY GROUP,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QODF Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
QPCU Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
QSC Management,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND BUS INDUSTRY COUNCIL INC,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND BUS INDUSTRY COUNCIL INC,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND CHAMBER OF COMMERCE AND INDUSTRY LIMITED,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND CHAMBER OF COMMERCE AND INDUSTRY LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND COUNCIL OF UNIONS,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND HOTELS ASSOCIATION,Liberal National Party of Queensland,13,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND HOTELS ASSOCIATION UNION OF EMPLOYERS,Australian Labor Party (State of Queensland),9,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND HOTELS ASSOCIATION UNION OF EMPLOYERS,Australian Labor Party (State of Queensland),1,Other,Agent for political party,#BEBEBE,#08cad1
QUEENSLAND HOTELS ASSOCIATION UNION OF EMPLOYERS,Katter's Australian Party (KAP),1,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND HOTELS ASSOCIATION UNION OF EMPLOYERS,Liberal National Party of Queensland,12,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND HOTELS ASSOCIATION UNION OF EMPLOYERS,Pauline Hanson's One Nation Queensland Division,1,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND MASTER BUILDERS ASSOCIATION INDUSTRIAL ORGANISATION OF EMPLOYERS,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND MASTER BUILDERS ASSOCIATION INDUSTRIAL ORGANISATION OF EMPLOYERS,Liberal National Party of Queensland,5,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND MASTER BUILDERS ASSOCIATION INDUSTRIAL ORGANISATION OF EMPLOYERS,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
QUEENSLAND MOTORWAYS MANAGEMENT PTY. LTD.,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND MOTORWAYS MANAGEMENT PTY. LTD.,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND RESOURCES COUNCIL LTD,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND RESOURCES COUNCIL LTD,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
QUEENSLAND X-RAY PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Qantas Airways Limited,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Qiaorui Li,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Qing Song,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Qld Council of Unions,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Qld Plastics,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
Qualipac Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Qualipac Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Quarry Materials Queensland Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Queens Arms Hotel Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensford College,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Airports Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Asian Business Weekly,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Berries,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Queensland Bus Industry Council Inc,Australian Labor Party (State of Queensland),6,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Bus Industry Council Inc,Australian Labor Party (State of Queensland),2,Other,Agent for political party,#BEBEBE,#08cad1
Queensland Bus Industry Council Inc,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Bus Industry Council Inc.,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Bus Industry Council Inc.,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Queensland Chinese United Council,Australian Labor Party (State of Queensland),5,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Chinese United Council,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Chinese United Council ,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Council of Unions,Australian Labor Party (State of Queensland),7,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Council of Unions,Australian Labor Party (State of Queensland),2,Other,Agent for political party,#BEBEBE,#08cad1
Queensland Cricketers' Club Limited,Australian Labor Party (State of Queensland),5,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Energy Resources (QER),Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Farm Management and Training Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Food Corporation,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Greens,Queensland Greens,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Greens (Townsville Branch),Queensland Greens,2,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Hotel Association,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Hotels Association,Liberal National Party of Queensland,15,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Hotels Association Union of Employers,Australian Labor Party (State of Queensland),23,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Hotels Association Union of Employers,Australian Labor Party (State of Queensland),7,Other,Agent for political party,#BEBEBE,#08cad1
Queensland Hotels Association Union of Employers,Liberal National Party of Queensland,6,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Independent Education Union of employees,QUEENSLAND COUNCIL OF UNIONS,1,Other,Organisation,#BEBEBE,#ff6961
Queensland Master Builders Association,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Master Builders Association Industrial Organisation of Employers,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Motorways Management Pty Ltd,Liberal National Party of Queensland,9,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Motorways Management Pty Ltd,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Queensland Motorways Management Pty. Ltd.,Australian Labor Party (State of Queensland),8,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Nurses and Midwives' Union,QUEENSLAND COUNCIL OF UNIONS,1,Other,Organisation,#BEBEBE,#ff6961
Queensland Property Developments Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Resources Council,Australian Labor Party (State of Queensland),5,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Resources Council,Liberal National Party of Queensland,5,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Resources Council Ltd,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Rugby Union,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Seafood Industry Association,Green Shirts Movement Australia LTD,3,Other,Organisation,#BEBEBE,#ff6961
"Queensland Services, Industrial Union of Employees",Australian Labor Party (State of Queensland),8,Other,Agent for political party,#BEBEBE,#08cad1
Queensland Taxi Owners And Drivers Welfare Association Inc.,Katter's Australian Party (KAP),2,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Teachers Union,THE PARENTHOOD PROJECT LIMITED,1,Corporation,Organisation,#ff6961,#ff6961
Queensland Teachers Union of Employees,QUEENSLAND COUNCIL OF UNIONS,2,Other,Organisation,#BEBEBE,#ff6961
Queensland Trucking Association,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Trucking Association,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Trucking Association Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Trucking Association Ltd.,Australian Labor Party (State of Queensland),8,Corporation,Agent for political party,#ff6961,#08cad1
Queensland Trucking Association Ltd.,Australian Labor Party (State of Queensland),1,Other,Agent for political party,#BEBEBE,#08cad1
Queensland X-Ray,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Quicksilver Connections Limited,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Quicksilver Connections Limited,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Quintin Rozario,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
R & L Vella,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
R Boyce,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
R D Hughes,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
R I Hill Engineering Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
R Swindells & B Magafakis,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
R&F PROPERTY AUSTRALIA PTY LTD,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
R&F Property Australia Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
R.F CLIFFORD & P.I MOSCHAKIS & A.R VAITHA,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RAMSAY HEALTH CARE LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RAMSDEN LAW PTY LTD,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
RAYMOND JOHN ISON,Animal Justice Party (Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
RAYMOND SMITH-ROBERTS,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
RB & KD Hughes Family Trust,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
RB Recruitment Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RBC Business Solutions Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RC International Trading Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
RCS,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RDM&JN Turni,GARY NORMAN DUFFY,2,Other,State candidate,#BEBEBE,#0565f7
REACHTEL Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
REGISTERED CLUBS ASSN OF NSW,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RENEE LINGARD,TRACY LIZ TAKACS-THORNE,1,Individual,State candidate,#42d6a4,#0565f7
RESTAURANT & CATERING INDUSTRY ASSOCIATION OF AUSTRALIA INCORPORATED,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
REV Crane NQ Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RFC Group Pty Ltd,Liberal National Party of Queensland,6,Corporation,Agent for political party,#ff6961,#08cad1
RFGA Management Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RH and RJ Simmons,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
RIOT SOLUTIONS PTY LTD,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
RIOT Solutions Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
RIPPLE CONCEPTS PTY LTD,Liberal National Party of Queensland,10,Corporation,Agent for political party,#ff6961,#08cad1
RITA ANNETTE COX,Katter's Australian Party (KAP),1,Individual,Agent for political party,#42d6a4,#08cad1
RITA COX,Katter's Australian Party (KAP),1,Individual,Agent for political party,#42d6a4,#08cad1
RIVIERA AUSTRALIA PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RIoT Solutions Pty Ltd,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
RJ & LK Phillips,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
RJ Earthworks (qld) Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
ROBERT JOHN KEARNEY,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
ROBERTO CUDA,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
ROGER BRUCE TONKS,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
ROGER THOMAS WELCH,Liberal National Party of Queensland,3,Individual,Agent for political party,#42d6a4,#08cad1
RONALD HOWARTH,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
RONALD RIMINGTON,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
RQ Mac Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RS Property One Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RSA EXPRESS PTY LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RUSSELL MINERAL EQUIPMENT PTY. LTD.,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
RUSSELLS Solicitors,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RV Management Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
RYAN CHRISTOPHER LAGO,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
RZ Resources Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
RZW Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Raceview Complete Denture Care PTY LTD,Green Shirts Movement Australia LTD,1,Other,Organisation,#BEBEBE,#ff6961
Raceview Complete Denture Care PTY LTD,SUZANA HOLMES,5,Corporation,State candidate,#ff6961,#0565f7
Raceview Complete Denture Care PTY LTD,SUZANA HOLMES,1,Trust/Foundation,State candidate,#59adf6,#0565f7
Rachel Boden,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Rachel Connors,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Rachel Griffiths,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Rachel Griffiths ,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Rachel Nolan,Australian Labor Party (State of Queensland),6,Individual,Agent for political party,#42d6a4,#08cad1
Rachel Wang,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
